dist_bin,dist_nb_nb,res_grade_newtons_nb,res_curve_newtons_nb,res_total_nb,te_newtons_nb,dist_nb_sb,res_grade_newtons_sb,res_curve_newtons_sb,res_total_sb,te_newtons_sb
53410.0,53418.1665719836,-70845.59252159228,588.3614488019958,78551.23553920539,-388520.513883133,53417.10943800448,71418.14302377538,135.33561273242245,217965.95194986643,-59004.50576201887
53430.0,53435.6011319836,-70845.59252159247,586.5035913760563,69001.79419633925,356626.55958805047,53434.65745929517,71325.01910567268,165.92590557591694,220299.41162324426,-44696.51306174663
53450.0,53453.4827319836,-70845.59252159284,582.0307367511465,78544.90482715397,163812.4801217587,53452.429000585864,71231.31847347911,253.70540293838508,220293.49048841317,305561.06578301784
53470.0,53471.364331983605,-70845.59252159265,456.5202698074038,78419.39436021041,163686.96965481513,53470.310600585864,71137.61784128705,389.4004722135079,220335.48492549622,305603.0602201009
53480.0,53489.245931983605,-70845.59252159247,341.5227627336474,78304.39685313684,163571.97214774156,53488.192200585865,71043.91720909534,476.1652126425774,220328.54903373358,305596.1243283383
53500.0,53507.127531983606,-70845.59252159247,200.57608546461844,78163.45017586782,163431.02547047252,53506.073800585866,70951.3878348054,584.7188029595516,215509.57904880063,356668.1957994906
53520.0,53524.78561198361,-70504.80568696128,283.4051724079935,78587.06609744238,-378558.44942459115,53523.73188058587,70860.02971841871,584.7188029595516,215418.22093241394,298554.10684465355
53540.0,53542.22017198361,-70134.68818980317,348.93834392568016,74187.7225651582,157323.60847739782,53541.16644058587,70845.5925215867,580.0389307516831,215399.1038633741,298534.98977561365
53550.0,53559.65473198361,-69769.25572425491,563.7052604935926,74767.92194727437,157903.80785951397,53558.60100058587,70845.59252159079,579.6093220515031,215398.674254678,298534.5601669176
53570.0,53576.86577198361,-69403.82325870627,776.4703106229947,75346.11946295243,-388520.513883133,53576.03556058587,70845.59252159414,578.9862947643102,210685.46194291412,365821.190611813
53590.0,53593.853291983614,-69043.07582476783,954.55182184507,71172.35912363291,152176.55565350736,53593.24660058587,70845.59252159749,578.4911634751105,210684.96681162826,291689.1633415027
53610.0,53611.064331983616,-68687.01342243885,1208.888678562776,71782.75838267959,365893.74864046695,53610.234120585876,70845.59252159824,577.369959820585,215396.43489245453,-388520.513883133
53620.0,53628.49889198362,-68326.26598850041,1382.0546027330895,77029.26102526837,160165.14693750796,53627.44516058588,70845.59252159526,576.8894120313621,215395.9543446623,298531.84025690187
53640.0,53645.93345198362,-67960.83352295196,1581.3236838965572,77593.96257198029,160729.8484842199,53644.87972058588,70845.59252159414,575.0733036513546,215394.13823628117,298530.0241485208
53660.0,53663.36801198362,-67595.40105740406,1892.8162063932307,78270.88756002486,161406.77347226447,53662.31428058588,70845.5925215934,572.6014879852697,215391.66642061435,298527.55233285396
53690.0,53698.237131983624,-66864.53612630808,2531.2506772908155,79640.18696201843,162776.072874258,53697.183400585884,70845.59252159043,424.3931632470509,215243.45809587318,298379.34400811273
53710.0,53715.671691983625,-66499.10366075963,2860.131703301765,80334.50045357781,163470.38636581742,53714.617960585885,70845.59252159191,332.01436277498294,215151.07929540257,298286.9652076422
53730.0,53733.10625198363,-66133.67119521156,3194.9408291148115,81034.74204493895,164170.62795717854,53732.05252058589,70813.37944766037,193.57277159506393,214980.42463029112,298116.31054253073
53760.0,53769.987051983626,-65114.180460766416,3685.466236782901,97416.95553937217,186947.9095987071,53767.52504615562,70104.47275962711,353.83108513117526,229303.97360811397,105663.11818350675
53780.0,53788.762731983625,-64803.01915652956,3683.2682659886,97725.91887281473,187256.87293214965,53786.23357172535,69710.93010442136,569.9967305979603,229126.596598375,318657.55065771
53800.0,53807.53841198362,-64507.86216512647,3646.1060840189302,97983.91368224815,187514.86774158306,53805.00925172535,69317.38744921451,812.5153976253279,228975.57261019555,318506.5266695305
53820.0,53826.31409198362,-64212.70517372225,3623.6912225882606,98256.6558122217,187787.60987155666,53823.78493172535,68923.84479400692,1014.954080959258,228784.46863832185,318315.4226976568
53840.0,53845.08977198362,-63917.548182317296,3644.182142155008,98572.3037231934,188103.25778252835,53842.56061172535,68530.30213880155,1289.8269702985742,228665.7988724558,318196.7529317908
53860.0,53863.86545198362,-63622.3911909129,3596.5347771115908,98819.81334955437,188350.7674088893,53861.33629172535,68136.75948359654,1446.591608465414,228429.02085541765,317959.9749147526
53880.0,53882.64113198362,-63327.23419950831,3804.192019389312,99322.6275832367,188853.5816425716,53880.111971725346,67743.21682839119,1750.9551095722964,228339.84170131918,317870.7957606541
