fric_brake.history.i,fric_brake.history.force_newtons,fric_brake.history.force_max_curr_newtons,history.time_seconds,history.i,history.offset_meters,history.offset_back_meters,history.total_dist_meters,history.link_idx_front,history.link_idx_back,history.offset_in_link_meters,history.speed_meters_per_second,history.speed_limit_meters_per_second,history.speed_target_meters_per_second,history.dt_seconds,history.length_meters,history.mass_static_kilograms,history.mass_rot_kilograms,history.mass_freight_kilograms,history.weight_static_newtons,history.res_rolling_newtons,history.res_bearing_newtons,history.res_davis_b_newtons,history.res_aero_newtons,history.res_grade_newtons,history.res_curve_newtons,history.grade_front,history.grade_back,history.elev_front_meters,history.elev_back_meters,history.pwr_res_watts,history.pwr_accel_watts,history.pwr_whl_out_watts,history.energy_whl_out_joules,history.energy_whl_out_pos_joules,history.energy_whl_out_neg_joules
67,0.0,12715254.816060832,67.0,67,2355.954933658862,346.74379117080616,355.9549336588621,1,1,2346.743791170806,9.251145557369544,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,103034.50284155656,0.0,0.0,0.0,0.0,0.0,0.0,2485463.383940843,10429803.150298266,12971356.24331095,696879037.5664756,696879037.5664756,0.0
68,0.0,12715254.816060832,68.0,68,2365.245598861732,355.95493365886205,365.2455988617323,1,1,2355.954933658862,9.33018484837082,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,104840.02530145684,0.0,0.0,0.0,0.0,0.0,0.0,2523695.6823985497,10392718.090990506,12971356.24331095,709850393.8097866,709850393.8097866,0.0
69,0.0,12715254.816060832,69.0,69,2374.6148320878656,365.2455988617321,374.61483208786575,1,1,2365.245598861732,9.4082816038961,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,106639.12789834132,0.0,0.0,0.0,0.0,0.0,0.0,2561893.9377459344,10355625.649732769,12971356.24331095,722821750.0530975,722821750.0530975,0.0
70,0.0,12715254.816060832,70.0,70,2384.061702423332,374.6148320878656,384.06170242333195,1,1,2374.6148320878656,9.485459067036333,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,108431.80935430697,0.0,0.0,0.0,0.0,0.0,0.0,2600058.0162630267,10318528.173365055,12971356.243310949,735793106.2964084,735793106.2964084,0.0
71,0.0,12715254.816060832,71.0,71,2393.585301695623,384.061702423332,393.5853016956231,1,1,2384.061702423332,9.561739477545995,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,110218.06879771668,0.0,0.0,0.0,0.0,0.0,0.0,2638187.707329812,10281427.930548944,12971356.24331095,748764462.5397193,748764462.5397193,0.0
72,0.0,12715254.816060832,72.0,72,2403.184743500627,393.585301695623,403.1847435006271,1,1,2393.585301695623,9.637144132461986,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,111997.90574966541,0.0,0.0,0.0,0.0,0.0,0.0,2676282.730325621,10244327.118209431,12971356.24331095,761735818.7830303,761735818.7830303,0.0
73,0.0,12715254.816060832,73.0,73,2412.8591622879053,403.18474350062706,412.85916228790535,1,1,2403.184743500627,9.711693442094427,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,113771.32011156193,0.0,0.0,0.0,0.0,0.0,0.0,2714342.7409341163,10207227.867219547,12971356.24331095,774707175.0263412,774707175.0263412,0.0
74,0.0,12715254.816060832,74.0,74,2422.607712499859,412.8591622879053,422.60771249985936,1,1,2412.8591622879053,9.78540698181364,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,115538.31215369438,0.0,0.0,0.0,0.0,0.0,0.0,2752367.3369121104,10170132.24742537,12971356.24331095,787678531.2696521,787678531.2696521,0.0
75,0.0,12715254.816060832,75.0,75,2432.429567760772,422.6077124998592,432.42956776077233,1,1,2422.607712499859,9.858303540012347,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,117298.88250466573,0.0,0.0,0.0,0.0,0.0,0.0,2790356.0633739163,10133042.272094764,12971356.24331095,800649887.512963,800649887.512963,0.0
76,0.0,12715254.816060832,76.0,76,2442.3239201120696,432.429567760772,442.32392011206974,1,1,2432.429567760772,9.930401162582477,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,119053.03214159947,0.0,0.0,0.0,0.0,0.0,0.0,2828308.417637256,10095959.901865793,12971356.24331095,813621243.756274,813621243.756274,0.0
77,0.0,12715254.816060832,77.0,77,2452.2899792904664,442.3239201120696,452.2899792904664,1,1,2442.3239201120696,10.001717194210908,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,120800.76238102878,0.0,0.0,0.0,0.0,0.0,0.0,2866223.853671789,10058887.048256807,12971356.24331095,826592599.9995849,826592599.9995849,0.0
78,0.0,12715254.816060832,78.0,78,2462.3269720459557,452.28997929046636,462.3269720459557,1,1,2452.2899792904664,10.072268316767627,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,122542.07487039329,0.0,0.0,0.0,0.0,0.0,0.0,2904101.7861869303,10021825.576793082,12971356.24331095,839563956.2428958,839563956.2428958,0.0
79,0.0,12715254.816060832,79.0,79,2472.434141496856,462.3269720459557,472.4341414968557,1,1,2462.3269720459557,10.1420705850324,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,124276.97158007717,0.0,0.0,0.0,0.0,0.0,0.0,2941941.5943917674,9984777.309794974,12971356.24331095,852535312.4862068,852535312.4862068,0.0
80,0.0,12715254.816060832,80.0,80,2482.6107465193627,472.4341414968558,482.61074651936286,1,1,2472.434141496856,10.211139459981863,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,126005.4547959298,0.0,0.0,0.0,0.0,0.0,0.0,2979742.6254565166,9947744.028872436,12971356.24331095,865506668.7295177,865506668.7295177,0.0
81,0.0,12715254.816060832,81.0,81,2492.8560611692724,482.6107465193627,492.8560611692725,1,1,2482.6107465193627,10.279489839837387,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,127727.52711221842,0.0,0.0,0.0,0.0,0.0,0.0,3017504.197701919,9910727.477158474,12971356.24331095,878478024.9728286,878478024.9728286,0.0
82,0.0,12715254.816060832,82.0,82,2503.1693741337185,492.8560611692724,503.16937413371863,1,1,2492.8560611692724,10.34713608905492,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,129443.19142496708,0.0,0.0,0.0,0.0,0.0,0.0,3055225.603540346,9873729.361311926,12971356.243310949,891449381.2161396,891449381.2161396,0.0
83,0.0,12715254.816060832,83.0,83,2513.5499882109566,503.1693741337185,513.5499882109566,1,1,2503.1693741337185,10.414092065420979,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,131152.4509256429,0.0,0.0,0.0,0.0,0.0,0.0,3092906.1121900138,9836751.353320412,12971356.24331095,904420737.4594505,904420737.4594505,0.0
84,0.0,12715254.816060832,84.0,84,2523.997219816369,513.5499882109566,523.9972198163689,1,1,2513.5499882109566,10.480371145403659,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,132855.30909515364,0.0,0.0,0.0,0.0,0.0,0.0,3130544.9721816024,9799795.092121484,12971356.24331095,917392093.7027614,917392093.7027614,0.0
85,0.0,12715254.816060832,85.0,85,2534.510398513018,523.9972198163691,534.5103985130177,1,1,2523.997219816369,10.545986247893966,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,134551.76969812677,0.0,0.0,0.0,0.0,0.0,0.0,3168141.41367473,9762862.185069002,12971356.24331095,930363449.9460723,930363449.9460723,0.0
86,0.0,12715254.816060832,86.0,86,2545.0888665651955,534.5103985130181,545.0888665651948,1,1,2534.510398513018,10.610949856460495,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,136241.83677744158,0.0,0.0,0.0,0.0,0.0,0.0,3205694.650600054,9725954.20925471,12971356.24331095,943334806.1893833,943334806.1893833,0.0
87,0.0,12715254.816060832,87.0,87,2555.7319785135405,545.0888665651955,555.7319785135398,1,1,2545.0888665651955,10.675274040229581,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,137925.51464899076,0.0,0.0,0.0,0.0,0.0,0.0,3243203.882641281,9689072.712710237,12971356.24331095,956306162.4326942,956306162.4326942,0.0
88,0.0,12715254.816060832,88.0,88,2566.439100770402,555.7319785135405,566.4391007704012,1,1,2555.7319785135405,10.73897047349315,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,139602.80789664952,0.0,0.0,0.0,0.0,0.0,0.0,3280668.297070065,9652219.215493863,12971356.24331095,969277518.6760051,969277518.6760051,0.0
89,0.0,12715254.816060832,89.0,89,2577.2096112342174,566.4391007704021,577.2096112342166,1,1,2566.439100770402,10.80205045413768,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,141273.72136743317,0.0,0.0,0.0,0.0,0.0,0.0,3318087.0704455446,9615395.210684063,12971356.24331095,982248874.919316,982248874.919316,0.0
90,0.0,12715254.816060832,90.0,90,2588.042898921776,577.2096112342174,588.0428989217753,1,1,2577.2096112342174,10.86452492097964,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,142938.2601668267,0.0,0.0,0.0,0.0,0.0,0.0,3355459.3701892495,9578602.165280728,12971356.243310949,995220231.162627,995220231.162627,0.0
91,0.0,12715254.816060832,91.0,91,2598.938363617309,588.0428989217762,598.9383636173079,1,1,2588.042898921776,10.92640447008563,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,144596.4296542699,0.0,0.0,0.0,0.0,0.0,0.0,3392784.3560450994,9541841.52103128,12971356.24331095,1008191587.4059379,1008191587.4059379,0.0
92,0.0,12715254.816060832,92.0,92,2609.8954155374263,598.9383636173088,609.8954155374252,1,1,2598.938363617309,10.987699370148846,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,146248.2354387864,0.0,0.0,0.0,0.0,0.0,0.0,3430061.181433406,9505114.695185881,12971356.243310949,1021162943.6492488,1021162943.6492488,0.0
93,0.0,12715254.816060832,93.0,93,2620.9134750109947,609.8954155374263,620.9134750109935,1,1,2609.8954155374263,11.048419576987682,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,147893.68337474245,0.0,0.0,0.0,0.0,0.0,0.0,3467288.994706948,9468423.081192413,12971356.24331095,1034134299.8925598,1034134299.8925598,0.0
94,0.0,12715254.816060832,94.0,94,2631.991972173102,620.9134750109947,631.9919721731007,1,1,2620.9134750109947,11.108574747226859,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,149532.7795577267,0.0,0.0,0.0,0.0,0.0,0.0,3504466.940316578,9431768.04933192,12971356.243310947,1047105656.1358707,1047105656.1358707,0.0
95,0.0,12715254.816060832,95.0,95,2643.130346672324,631.9919721731021,643.1303466723225,1,1,2631.991972173102,11.168174251216682,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,151165.5303205397,0.0,0.0,0.0,0.0,0.0,0.0,3541594.1598930815,9395150.947309608,12971356.24331095,1060077012.3791816,1060077012.3791816,0.0
96,0.0,12715254.816060832,96.0,96,2654.328047390553,643.1303466723239,654.3280473905517,1,1,2643.130346672324,11.227227185241556,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,152791.94222928563,0.0,0.0,0.0,0.0,0.0,0.0,3578669.7932515405,9358573.100796562,12971356.24331095,1073048368.6224926,1073048368.6224926,0.0
97,0.0,12715254.816060832,97.0,97,2665.584532174706,654.3280473905529,665.5845321747049,1,1,2654.328047390553,11.28574238306495,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,154412.0220795581,0.0,0.0,0.0,0.0,0.0,0.0,3615692.9793238477,9322035.81393316,12971356.243310949,1086019724.8658035,1086019724.8658035,0.0
98,0.0,12715254.816060832,98.0,98,2676.899267579666,665.584532174706,676.8992675796645,1,1,2665.584532174706,11.343728426854291,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,156025.77689271295,0.0,0.0,0.0,0.0,0.0,0.0,3652662.857024608,9285540.369798891,12971356.24331095,1098991081.1091144,1098991081.1091144,0.0
99,0.0,12715254.816060832,99.0,99,2688.271728621856,676.8992675796658,688.2717286218547,1,1,2676.899267579666,11.401193657525976,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,157633.2139122221,0.0,0.0,0.0,0.0,0.0,0.0,3689578.5660552187,9249088.03084527,12971356.24331095,1111962437.3524253,1111962437.3524253,0.0
100,0.0,12715254.816060832,100.0,100,2699.7013985428925,688.2717286218558,699.7013985428914,1,1,2688.271728621856,11.458146184547632,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,159234.3406001029,0.0,0.0,0.0,0.0,0.0,0.0,3726439.247650514,9212680.039303714,12971356.24331095,1124933793.5957363,1124933793.5957363,0.0
101,0.0,12715254.816060832,101.0,101,2711.187768582782,699.7013985428925,711.1877685827812,1,1,2699.7013985428925,11.51459389523199,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,160829.16463341773,0.0,0.0,0.0,0.0,0.0,0.0,3763244.0452720434,9176317.617566967,12971356.24331095,1137905149.8390472,1137905149.8390472,0.0
102,0.0,12715254.816060832,102.0,102,2722.730337762175,711.1877685827822,722.7303377621744,1,1,2711.187768582782,11.570544463554192,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,162417.6939008394,0.0,0.0,0.0,0.0,0.0,0.0,3799992.1052517067,9140001.968543082,12971356.24331095,1150876506.0823581,1150876506.0823581,0.0
103,0.0,12715254.816060832,103.0,103,2734.3286126732132,722.7303377621752,734.3286126732124,1,1,2722.730337762175,11.626005358522024,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,163999.9364992786,0.0,0.0,0.0,0.0,0.0,0.0,3836682.577389188,9103734.275992896,12971356.243310949,1163847862.325669,1163847862.325669,0.0
104,0.0,12715254.816060832,104.0,104,2745.9821072785376,734.3286126732132,745.9821072785367,1,1,2734.3286126732132,11.680983852126442,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,165575.90073056894,0.0,0.0,0.0,0.0,0.0,0.0,3873314.615506344,9067515.704847604,12971356.24331095,1176819218.56898,1176819218.56898,0.0
105,0.0,12715254.816060832,105.0,105,2757.6903427180496,745.9821072785376,757.6903427180488,1,1,2745.9821072785376,11.735487026897799,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,167145.59509820738,0.0,0.0,0.0,0.0,0.0,0.0,3909887.3779615117,9031347.401505012,12971356.243310947,1189790574.812291,1189790574.812291,0.0
106,0.0,12715254.816060832,106.0,106,2769.452847123044,757.6903427180496,769.4528471230434,1,1,2757.6903427180496,11.789521783091383,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,168709.028304146,0.0,0.0,0.0,0.0,0.0,0.0,3946400.0281264056,8995230.49411634,12971356.24331095,1202761931.0556018,1202761931.0556018,0.0
107,0.0,12715254.816060832,107.0,107,2781.269155437352,769.4528471230442,781.2691554373512,1,1,2769.452847123044,11.843094845524218,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,170266.2092456331,0.0,0.0,0.0,0.0,0.0,0.0,3982851.7348281317,8959166.092852095,12971356.243310949,1215733287.2989128,1215733287.2989128,0.0
108,0.0,12715254.816060832,108.0,108,2793.1388092451557,781.2691554373519,793.1388092451551,1,1,2781.269155437352,11.896212770083588,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,171817.14701210085,0.0,0.0,0.0,0.0,0.0,0.0,4019241.6727586226,8923155.290162742,12971356.24331095,1228704643.5422237,1228704643.5422237,0.0
109,0.0,12715254.816060832,109.0,109,2805.0613566051607,793.1388092451557,805.0613566051601,1,1,2793.1388092451557,11.94888194992629,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,173361.85088209732,0.0,0.0,0.0,0.0,0.0,0.0,4055569.0228536534,8887199.161020437,12971356.24331095,1241675999.7855346,1241675999.7855346,0.0
110,0.0,12715254.816060832,110.0,110,2817.036351890817,805.0613566051607,817.0363518908164,1,1,2805.0613566051607,12.001108621386406,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,174900.330320261,0.0,0.0,0.0,0.0,0.0,0.0,4091832.972643409,8851298.763153944,12971356.243310949,1254647356.0288455,1254647356.0288455,0.0
111,0.0,12715254.816060832,111.0,111,2829.063355636314,817.0363518908171,829.0633556363136,1,1,2817.036351890817,12.05289886960812,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,176432.594974336,0.0,0.0,0.0,0.0,0.0,0.0,4128032.7165764743,8815455.137275498,12971356.24331095,1267618712.2721565,1267618712.2721565,0.0
112,0.0,12715254.816060832,112.0,112,2841.1419343880775,829.0633556363141,841.1419343880773,1,1,2829.063355636314,12.104258633919056,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,177958.65467222585,0.0,0.0,0.0,0.0,0.0,0.0,4164167.456318937,8779669.307294808,12971356.243310949,1280590068.5154674,1280590068.5154674,0.0
113,0.0,12715254.816060832,113.0,113,2853.2716605615165,841.1419343880775,853.2716605615161,1,1,2841.1419343880775,12.15519371295858,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,179478.51941908489,0.0,0.0,0.0,0.0,0.0,0.0,4200236.401030209,8743942.280528005,12971356.24331095,1293561424.7587783,1293561424.7587783,0.0
114,0.0,12715254.816060832,114.0,114,2865.452112302783,853.2716605615165,865.4521123027827,1,1,2853.2716605615165,12.205709769574558,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,180992.19939444604,0.0,0.0,0.0,0.0,0.0,0.0,4236238.767617053,8708275.04789798,12971356.24331095,1306532781.0020893,1306532781.0020893,0.0
115,0.0,12715254.816060832,115.0,115,2877.6828733553207,865.452112302783,877.6828733553206,1,1,2865.452112302783,12.255812335501222,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,182499.70494938255,0.0,0.0,0.0,0.0,0.0,0.0,4272173.780967163,8672668.58413046,12971356.24331095,1319504137.2454002,1319504137.2454002,0.0
116,0.0,12715254.816060832,116.0,116,2889.9635329309863,877.6828733553207,889.9635329309862,1,1,2877.6828733553207,12.30550681582996,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,184001.0466037043,0.0,0.0,0.0,0.0,0.0,0.0,4308040.67416362,8637123.847940056,12971356.24331095,1332475493.488711,1332475493.488711,0.0
117,0.0,12715254.816060832,117.0,117,2902.2936855855432,889.9635329309863,902.2936855855432,1,1,2889.9635329309863,12.354798493284102,16.98752,16.98752,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,185496.23504318605,0.0,0.0,0.0,0.0,0.0,0.0,4343838.688681387,8601641.782214493,12971356.243310947,1345446849.732022,1345446849.732022,0.0
